File,Transcription
word_leaf_304.wav,lif 
word_teeth_316.wav,tiθ 
word_leaf_310.wav,lif 
word_teeth_302.wav,tiθ 
phrase_web_307.wav,
word_face_303.wav,feɪs 
word_wagon_304.wav,wæɡən 
phrase_web_313.wav,læb 
word_wagon_recast_301.wav,wæɡən 
phrase_web_312.wav,
word_wagon_305.wav,wæɡən 
word_face_302.wav,feɪs 
phrase_web_306.wav,wɛb 
phrase_dog_326.wav,dʌk 
word_teeth_303.wav,tiθ 
word_leaf_311.wav,lis 
word_leaf_305.wav,lif 
word_web_311.wav,wɛb 
phrase_thumb_307.wav,θʌm 
phrase_thumb_313.wav,sæm 
word_web_305.wav,wɛb 
phrase_chicken_recast_320.wav,tʃɛk ɪt 
phrase_chicken_326.wav,sɛkənt 
word_kitchen_303.wav,kɪtʃən 
phrase_knife_320.wav,raɪt 
phrase_lion_323.wav,waɪ 
word_nose_302.wav,noʊz 
word_nose_316.wav,loʊz 
word_thumb_324.wav,sʌm 
phrase_puzzle_312.wav,mæθju 
word_chair_305.wav,tʃɛr 
word_hammer_304.wav,hæmər 
phrase_money_326.wav,mʌni 
word_hammer_310.wav,hæmər 
phrase_puzzle_306.wav,pʌzəl 
word_chair_311.wav,tʃɛr 
phrase_knife_308.wav,naɪs 
word_thumb_318.wav,dæm 
word_pig_322.wav,pɪɡ 
word_van_0001.wav,mæn 
phrase_sock_322.wav,sʌk 
word_color_304.wav,
word_color_310.wav,kʌlər 
phrase_game_312.wav,ɡeɪm 
word_apple_304.wav,æpəl 
phrase_book_324.wav,bʊk 
phrase_teacher_312.wav,titʃər 
word_apple_310.wav,æpəl 
phrase_game_306.wav,ʃeɪp 
phrase_hammer_312.wav,hʌni 
phrase_hat_322.wav,æt 
word_puzzle_304.wav,pʌzəl 
word_puzzle_310.wav,pʌzəl 
phrase_book_318.wav,bʊk 
word_heavy_recast_322.wav,hɛvi 
phrase_hammer_306.wav,ænɪməl 
phrase_yellow_314.wav,jɛloʊ 
word_thumb_recast_319.wav,sɛnd 
phrase_shoes_306.wav,ʃuz 
word_toys_309.wav,tɔɪz 
phrase_shoes_312.wav,sɪstərz 
phrase_ring_309.wav,rɪŋ 
phrase_ring_321.wav,rɪŋ 
word_toys_321.wav,tɔɪz 
word_magic_recast_310.wav,mædʒɪk 
word_video_recast_311.wav,vɪdioʊ 
word_video_recast_305.wav,vɪdioʊ 
word_yell_recast_304.wav,jɛə 
word_honey_314.wav,hʌni 
word_water_303.wav,blædər 
word_yell_recast_310.wav,jɛl 
word_five_309.wav,faɪv 
phrase_wave_304.wav,weɪv 
word_moon_301.wav,mun 
word_moon_315.wav,mun 
phrase_van_recast_313.wav,fʌn 
phrase_mouth_315.wav,mæθ 
word_beach_305.wav,spitʃ 
word_beach_311.wav,bitʃ 
word_five_321.wav,faɪv 
word_wash_recast_316.wav,wɑʃ 
phrase_mouth_301.wav,maʊθ 
word_beach_307.wav,bitʃ 
phrase_mouth_303.wav,maʊs 
phrase_apple_325.wav,æpəl 
word_wash_recast_314.wav,wɑʃ 
word_five_323.wav,faɪv 
word_toys_recast_314.wav,tɔɪz 
word_beach_313.wav,spitʃ 
word_moon_303.wav,noʊ 
phrase_wave_306.wav,sleɪv 
phrase_potato_305.wav,deɪtə 
phrase_van_recast_311.wav,
phrase_apple_319.wav,æpəl 
phrase_wave_312.wav,brif 
word_water_301.wav,wɔtər 
word_honey_316.wav,mi 
word_yell_recast_312.wav,waʊ 
word_honey_302.wav,hʌni 
word_water_315.wav,wɔtər 
phrase_thumb_recast_317.wav,soʊ 
word_video_recast_313.wav,vɪdioʊ 
word_video_recast_307.wav,vɪdioʊ 
word_toys_323.wav,tɔɪz 
word_magic_recast_306.wav,mædʒɪk 
phrase_ring_323.wav,lɪŋk 
word_sing_306.wav,sɪŋ 
phrase_shoes_304.wav,ʃuz 
phrase_yellow_316.wav,jɛloʊ 
phrase_yellow_302.wav,jɛloʊ 
phrase_video_recast_323.wav,vɪdioʊ 
phrase_shoes_310.wav,ʃuz 
word_puzzle_306.wav,pʌzəl 
phrase_hat_320.wav,
phrase_hammer_310.wav,kæmərə 
phrase_hammer_304.wav,ɛmə 
word_heavy_recast_320.wav,hɛvi 
word_puzzle_312.wav,bæsəl 
phrase_teacher_304.wav,titʃ 
word_apple_306.wav,æpəl 
phrase_game_310.wav,ɡeɪm 
phrase_hat_308.wav,kæt 
word_apple_312.wav,æpəl 
phrase_teacher_310.wav,titʃər 
phrase_book_326.wav,bʊk 
word_pig_308.wav,pɪɡ 
word_color_312.wav,hɛloʊ 
phrase_sock_308.wav,sʌk 
phrase_sock_320.wav,sʌk 
word_pig_320.wav,pɪɡ 
word_page_325.wav,keɪt 
phrase_money_324.wav,mʌni 
word_hammer_306.wav,hæməl 
phrase_puzzle_310.wav,pʌzəl 
word_chair_307.wav,dʒeɪl 
phrase_chicken_318.wav,tʃɪk ɪn 
phrase_puzzle_304.wav,pʌzəl 
word_chair_313.wav,
word_hammer_312.wav,hæməl 
phrase_lion_309.wav,laɪən 
phrase_lion_321.wav,laɪən 
phrase_money_318.wav,mʌni 
word_kitchen_301.wav,kɪtʃən 
phrase_knife_322.wav,naɪf 
phrase_chicken_324.wav,tʃɪkən 
word_thumb_326.wav,kæn 
word_kitchen_315.wav,kɪtʃən 
word_nose_314.wav,noʊz 
phrase_thumb_305.wav,ɔsəm 
phrase_dog_318.wav,dɑɡ 
word_web_313.wav,flæt 
word_web_307.wav,wɛb 
phrase_thumb_311.wav,daʊn 
word_leaf_313.wav,ði 
word_teeth_301.wav,tiθ 
phrase_dog_324.wav,dɔɡ 
word_leaf_307.wav,liv 
word_teeth_315.wav,tiθ 
phrase_cat_324.wav,kæt 
word_wagon_307.wav,wæɡən 
word_face_314.wav,feɪs 
phrase_web_310.wav,wɛb 
word_hammer_recast_319.wav,hæmər 
phrase_web_304.wav,wɛb 
phrase_tiger_recast_316.wav,taɪɡər 
word_wagon_313.wav,flæɡɪŋ 
phrase_cat_318.wav,kæts 
word_wagon_recast_317.wav,dræɡən 
word_doll_recast_317.wav,dɔɡ 
word_wagon_recast_303.wav,wæɡən 
word_face_recast_317.wav,feɪs 
phrase_cat_319.wav,kæt 
word_face_301.wav,feɪs 
word_sneeze_306.wav,noʊz 
word_wagon_312.wav,wæki 
phrase_tiger_recast_317.wav,ʌðər 
phrase_web_305.wav,wɛb 
phrase_cat_325.wav,kæt 
phrase_web_311.wav,wɛb 
word_face_315.wav,feɪs 
word_wagon_306.wav,wæɡən 
word_teeth_314.wav,tiθ 
word_leaf_306.wav,lif 
word_beach_recast_321.wav,bitʃ 
phrase_dog_325.wav,dɔɡ 
word_leaf_312.wav,nis 
word_web_306.wav,wɛb 
phrase_thumb_310.wav,ɔsəm 
word_videos_recast_310.wav,vɪdioʊz 
phrase_thumb_304.wav,sʌm 
word_web_312.wav,læp 
phrase_dog_319.wav,dɑɡ 
word_kitchen_314.wav,kɪtʃən 
word_nose_315.wav,noʊz 
phrase_lion_320.wav,
word_nose_301.wav,noʊz 
phrase_chicken_325.wav,tʃɪk ɪn 
phrase_knife_323.wav,laɪf 
word_chair_312.wav,sæd 
phrase_puzzle_305.wav,pɑsəbəl 
phrase_lion_308.wav,laɪən 
word_hammer_313.wav,hæməl 
word_hammer_307.wav,pæmələ 
phrase_money_325.wav,mʌni 
word_chair_306.wav,dʒɪl 
phrase_puzzle_311.wav,pʌzəl 
phrase_sock_321.wav,sʌk 
word_page_324.wav,peɪdʒ 
word_pig_321.wav,pɪɡ 
word_pig_309.wav,pɪɡ 
phrase_sock_309.wav,sʌk 
word_page_318.wav,pieɪtʃ 
phrase_hat_309.wav,kæt 
phrase_game_305.wav,ɡeɪm 
phrase_teacher_311.wav,titʃər 
word_apple_313.wav,æpəl 
word_apple_307.wav,æpəl 
phrase_teacher_305.wav,titʃər 
phrase_game_311.wav,kɪŋ 
phrase_hammer_305.wav,ɛmə 
word_puzzle_313.wav,æftər 
word_puzzle_307.wav,pʌzəl 
phrase_hammer_311.wav,kæmrə 
phrase_hat_321.wav,tɝrn 
phrase_video_recast_322.wav,vɪdioʊ 
phrase_teacher_recast_303.wav,
phrase_yellow_303.wav,jɛloʊ 
phrase_shoes_311.wav,ʃuz 
phrase_shoes_305.wav,tʃuz 
phrase_teacher_recast_317.wav,titʃər 
word_toys_322.wav,tɔɪz 
phrase_ring_322.wav,rɪŋ 
word_magic_recast_307.wav,mædʒɪk 
word_video_recast_306.wav,vɪdioʊ 
word_video_recast_312.wav,si jʊ 
word_honey_303.wav,hʌni 
